time_ms,pattern_id,phase,route_quality,candidate_admissible,candidate_latency_ms,candidate_cost,relapse_phase,route_class,degradation_onset_ms
0.0,1,stable,1.0,True,9.5762776536534,0.3,STABLE,CONTROL,85500.0
20.0,4,stable,1.0,True,10.235480329796346,0.3,STABLE,CONTROL,85500.0
40.0,1,stable,1.0,True,9.421691896034263,0.3,STABLE,CONTROL,85500.0
60.0,0,stable,1.0,True,16.027063129076986,0.3,STABLE,PERSISTENT_FAILURE,85500.0
80.0,6,stable,1.0,True,7.693571847749515,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
100.0,0,stable,1.0,True,14.748441731962622,0.3,STABLE,PERSISTENT_FAILURE,85500.0
120.0,1,stable,1.0,True,11.362781716975487,0.3,STABLE,CONTROL,85500.0
140.0,6,stable,1.0,True,3.5581216463895435,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
160.0,4,stable,1.0,True,10.726194236113164,0.3,STABLE,CONTROL,85500.0
180.0,5,stable,1.0,True,11.059860447174685,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
200.0,3,stable,1.0,True,6.399617793406856,0.3,STABLE,CONTROL,85500.0
220.0,4,stable,1.0,True,8.29698183372948,0.3,STABLE,CONTROL,85500.0
240.0,5,stable,1.0,True,5.402403765426485,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
260.0,5,stable,1.0,True,8.25958307382823,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
280.0,1,stable,1.0,True,5.369051739060277,0.3,STABLE,CONTROL,85500.0
300.0,1,stable,1.0,True,12.423957325440824,0.3,STABLE,CONTROL,85500.0
320.0,0,stable,1.0,True,12.591461241275779,0.3,STABLE,PERSISTENT_FAILURE,85500.0
340.0,6,stable,1.0,True,3.879289731233623,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
360.0,2,stable,1.0,True,9.060936087567956,0.3,STABLE,CONTROL,85500.0
380.0,3,stable,1.0,True,6.765604405146118,0.3,STABLE,CONTROL,85500.0
400.0,5,stable,1.0,True,10.12269434096768,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
420.0,1,stable,1.0,True,8.995771218703593,0.3,STABLE,CONTROL,85500.0
440.0,7,stable,1.0,True,8.101538587418343,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
460.0,4,stable,1.0,True,4.072954775547878,0.3,STABLE,CONTROL,85500.0
480.0,6,stable,1.0,True,9.367729890386622,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
500.0,3,stable,1.0,True,6.382864681765683,0.3,STABLE,CONTROL,85500.0
520.0,3,stable,1.0,True,8.121146131646821,0.3,STABLE,CONTROL,85500.0
540.0,0,stable,1.0,True,8.200060019259938,0.3,STABLE,PERSISTENT_FAILURE,85500.0
560.0,2,stable,1.0,True,5.057909977508048,0.3,STABLE,CONTROL,85500.0
580.0,5,stable,1.0,True,8.558562920596993,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
600.0,1,stable,1.0,True,3.878295412367634,0.3,STABLE,CONTROL,85500.0
620.0,2,stable,1.0,True,6.4322782983336655,0.3,STABLE,CONTROL,85500.0
640.0,4,stable,1.0,True,2.7629862395561613,0.3,STABLE,CONTROL,85500.0
660.0,5,stable,1.0,True,9.606856855167823,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
680.0,7,stable,1.0,True,12.855991861564801,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
700.0,2,stable,1.0,True,10.022451465954278,0.3,STABLE,CONTROL,85500.0
720.0,6,stable,1.0,True,5.428166287536767,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
740.0,7,stable,1.0,True,5.537588226628919,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
760.0,3,stable,1.0,True,7.424980547276807,0.3,STABLE,CONTROL,85500.0
780.0,1,stable,1.0,True,12.119001902581614,0.3,STABLE,CONTROL,85500.0
800.0,7,stable,1.0,True,8.113795750295475,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
820.0,5,stable,1.0,True,11.048872840745457,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
840.0,7,stable,1.0,True,5.674625294074291,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
860.0,6,stable,1.0,True,7.664263168748369,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
880.0,2,stable,1.0,True,10.223030895904014,0.3,STABLE,CONTROL,85500.0
900.0,0,stable,1.0,True,9.21016405484972,0.3,STABLE,PERSISTENT_FAILURE,85500.0
920.0,3,stable,1.0,True,10.071601720306964,0.3,STABLE,CONTROL,85500.0
940.0,2,stable,1.0,True,6.7771956340829185,0.3,STABLE,CONTROL,85500.0
960.0,7,stable,1.0,True,11.513900098671364,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
980.0,7,stable,1.0,True,2.5526140612059995,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
1000.0,7,stable,1.0,True,9.978019232994134,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
1020.0,1,stable,1.0,True,14.06591292833589,0.3,STABLE,CONTROL,85500.0
1040.0,4,stable,1.0,True,9.945712974422316,0.3,STABLE,CONTROL,85500.0
1060.0,2,stable,1.0,True,12.540084166411079,0.3,STABLE,CONTROL,85500.0
1080.0,6,stable,1.0,True,6.052209453271679,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
1100.0,6,stable,1.0,True,10.798750269756974,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
1120.0,3,stable,1.0,True,12.181378445658236,0.3,STABLE,CONTROL,85500.0
1140.0,6,stable,1.0,True,9.584925699423799,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
1160.0,3,stable,1.0,True,9.25662539368513,0.3,STABLE,CONTROL,85500.0
1180.0,6,stable,1.0,True,7.039730479485565,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
1200.0,6,stable,1.0,True,7.66378252558729,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
1220.0,2,stable,1.0,True,5.419668909864788,0.3,STABLE,CONTROL,85500.0
1240.0,0,stable,1.0,True,6.162340632890823,0.3,STABLE,PERSISTENT_FAILURE,85500.0
1260.0,3,stable,1.0,True,7.024736949471556,0.3,STABLE,CONTROL,85500.0
1280.0,1,stable,1.0,True,9.064921427276495,0.3,STABLE,CONTROL,85500.0
1300.0,5,stable,1.0,True,7.174049898295977,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
1320.0,5,stable,1.0,True,5.10143363039418,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
1340.0,5,stable,1.0,True,9.30696836918898,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
1360.0,1,stable,1.0,True,13.301433206337368,0.3,STABLE,CONTROL,85500.0
1380.0,3,stable,1.0,True,10.215490585794509,0.3,STABLE,CONTROL,85500.0
1400.0,6,stable,1.0,True,5.4711249119346,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
1420.0,4,stable,1.0,True,9.90737816565732,0.3,STABLE,CONTROL,85500.0
1440.0,6,stable,1.0,True,3.781776224252182,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
1460.0,3,stable,1.0,True,9.153367664052881,0.3,STABLE,CONTROL,85500.0
1480.0,5,stable,1.0,True,12.308606931908276,0.3,STABLE,BORDERLINE_RELAPSE,85500.0
1500.0,1,stable,1.0,True,9.585420757749162,0.3,STABLE,CONTROL,85500.0
